"[128, 0.4]","[[1.8273147344589233, 1.9168779253959656, 1.9306720495224, 1.914516270160675, 1.8997162580490112, 1.8923234740893047, 1.8815436192921229, 1.8729836642742157, 1.8665532933341131, 1.8584335684776305, 1.859388297254389, 1.8572381138801575, 1.8590606359335093, 1.8619020070348467, 1.8653026660283407, 1.8575108721852303, 1.8558991025475895, 1.8614943027496338, 1.868307496372022, 1.870483011007309, 1.875915141332717, 1.8667661439288745, 1.867809306020322, 1.874481628338496, 1.8818545627593994, 1.8858800943081195, 1.8852736905769065, 1.8810645128999437, 1.874101157846122, 1.8776111761728922, 1.8790271974379016, 1.879897404462099, 1.8798199025067417, 1.8793116106706507, 1.8797404527664185, 1.8766937189631991, 1.8748403368769466, 1.8781568251158063, 1.8760449122159908, 1.8748543083667755, 1.8709194078678038, 1.8697111294383095, 1.8672373073045598, 1.867602375420657, 1.8671573374006483, 1.865990496200064, 1.8667142239022763, 1.865794410308202, 1.8664501540514888, 1.8656919360160829, 1.863295080615025, 1.862619977730971, 1.8606910548120175, 1.8600650805014152, 1.8582590623335404, 1.8605661051613944, 1.8605023936221474, 1.860026225961488, 1.8603974035230733, 1.860274503628413, 1.859551486421804, 1.8582903588971784, 1.856752354001242, 1.8559479229152203, 1.853973883848924, 1.8524309703798005, 1.8520907199204857, 1.8538543494308697, 1.8541891989500627, 1.8536319289888654, 1.8532302832939256, 1.8542309883568022, 1.8560134776651043, 1.8564539922250283, 1.8551431894302368, 1.854463152195278, 1.8541964989203912, 1.8533369379165845, 1.8537425089486037, 1.8548665061593055, 1.856661883401282, 1.8561623256380966, 1.8562442480799664, 1.8564384409359522, 1.8568063735961915, 1.8562121834865837, 1.8549406747708375, 1.8552763800729404, 1.854934531651186, 1.8536360846625435, 1.8540559469998539, 1.8537522010181262, 1.855242084431392, 1.854365313306768, 1.8532843401557522, 1.854054546604554, 1.8538997443680911, 1.8546286578081093, 1.854315779425881, 1.8539712953567504]]"
"[128, 0.6]","[[1.9947514533996582, 1.9418970346450806, 1.9338334401448567, 1.9380760788917542, 1.9395513534545898, 1.9192168315251668, 1.9246739149093628, 1.9216880053281784, 1.9177362786398993, 1.9074978470802306, 1.9062167514454236, 1.9117081065972645, 1.90940588254195, 1.9069860322134835, 1.9048188209533692, 1.9033043831586838, 1.9072341708575977, 1.9135823316044278, 1.910715052956029, 1.9079700589179993, 1.9043534029097784, 1.9019739573652095, 1.9000978832659514, 1.9010079205036163, 1.905089864730835, 1.9053964477318983, 1.9052862149697762, 1.9067869569574083, 1.9037440974136879, 1.9018027981122334, 1.901855637950282, 1.9025240689516068, 1.9053289745793198, 1.9047634040608126, 1.9053539378302438, 1.9043078555001154, 1.9034095454860378, 1.9036195842843306, 1.9028976819454095, 1.9022054821252823, 1.8982057077128713, 1.8956175673575628, 1.8975270986557007, 1.8991519835862247, 1.8989652660157945, 1.899575114250183, 1.899890478621138, 1.9014530231555302, 1.8993688237910369, 1.8997812104225158, 1.9012090996199964, 1.900867372751236, 1.901332214193524, 1.900158977067029, 1.9003652702678333, 1.8991493007966451, 1.8985291196588885, 1.8985396603058124, 1.8979919663930342, 1.8984745919704438, 1.898778624221927, 1.8994118648190652, 1.8992622333859641, 1.8985572159290314, 1.8990237070963933, 1.8987155376058635, 1.8989121273382386, 1.8996026288060581, 1.8979404819184456, 1.896880783353533, 1.8972708692013378, 1.8976967218849394, 1.8999881205493456, 1.900143386544408, 1.9000952100753785, 1.8999791835483753, 1.8991098481339295, 1.898953480598254, 1.8996559713460222, 1.8994505286216736, 1.899540865862811, 1.8992836242768822, 1.8997700429824462, 1.8989618917306264, 1.90141000326942, 1.9010124580804693, 1.9000734680000393, 1.8997607285326177, 1.8997525472319527, 1.899363062116835, 1.8980967828205653, 1.897491471922916, 1.898437306445132, 1.8983412384986877, 1.8988013154581973, 1.8973916669686635, 1.8981377304214793, 1.897765085405233, 1.8993019756644662, 1.8993050026893616]]"
